#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Type 1_Bug,Type 1_Dark,Type 1_Dragon,Type 1_Electric,Type 1_Fairy,Type 1_Fighting,Type 1_Fire,Type 1_Flying,Type 1_Ghost,Type 1_Grass,Type 1_Ground,Type 1_Ice,Type 1_Normal,Type 1_Poison,Type 1_Psychic,Type 1_Rock,Type 1_Steel,Type 1_Water,Type 2_Bug,Type 2_Dark,Type 2_Dragon,Type 2_Electric,Type 2_Fairy,Type 2_Fighting,Type 2_Fire,Type 2_Flying,Type 2_Ghost,Type 2_Grass,Type 2_Ground,Type 2_Ice,Type 2_Normal,Type 2_Poison,Type 2_Psychic,Type 2_Rock,Type 2_Steel,Type 2_Water,Type 2_nan,Legendary_False,Legendary_True
-1.7377051779222787,-1.3834766633872062,-0.9767654936687057,-0.9506262218221118,-0.9249061830568897,-0.7971536449711327,-0.23913030200278262,-0.2481885446599603,-0.8015031798028882,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,-0.26366402215232193,-0.07088812050083358,-0.20412414523193148,3.2293298729878037,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,4.746515749969221,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.7329024163414313,-0.30527419332957134,-0.2510884334080163,-0.3628220964103872,-0.5241302027314176,-0.34791741554189426,0.21955953559846322,0.29115635499949677,-0.2850152538210035,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,-0.26366402215232193,-0.07088812050083358,-0.20412414523193148,3.2293298729878037,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,4.746515749969221,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.728099654760584,1.4960600538349913,0.7498454428136243,0.42091673747191216,0.09244822853853919,0.2938486264998751,0.8311459857334578,1.0102828878787729,0.4036353141548428,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,-0.26366402215232193,-0.07088812050083358,-0.20412414523193148,3.2293298729878037,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,4.746515749969221,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.728099654760584,1.5003901842368292,1.5839570063316581,0.42091673747191216,0.6473688166815004,1.5773807105834137,1.5038910808819517,1.729409420758049,0.4036353141548428,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,-0.26366402215232193,-0.07088812050083358,-0.20412414523193148,3.2293298729878037,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,4.746515749969221,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.7232968931797368,-1.2882137945467727,-1.0518355343853287,-1.1857478719868015,-0.8324194183663961,-0.9896834575836636,-0.39202691453653127,-0.7875334443194173,-0.11285261182704193,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,3.7927055494218616,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,1.0356345205252804,0.29738085706659056,-0.2973808570665904
-1.7184941315988895,-1.2838836641449347,-0.2510884334080163,-0.4411959797986172,-0.462472359604422,-0.5083589260523366,0.21955953559846322,-0.2481885446599603,0.4036353141548428,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,3.7927055494218616,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,1.0356345205252804,0.29738085706659056,-0.2973808570665904
-1.7136913700180423,-1.3012041857522862,0.8249154835302474,0.34254285408368224,0.1541060716655349,0.13340711598943278,1.1063598882942052,0.4709379882193158,1.0922858821306891,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,3.7927055494218616,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,2.6921037647929493,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.7136913700180423,-1.2968740553504483,1.659027047048281,0.34254285408368224,1.5722364635864357,1.1923210853583521,1.7485256609359494,0.4709379882193158,1.0922858821306891,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,3.7927055494218616,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,6.591239977761729,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.7136913700180423,-1.2925439249486104,1.659027047048281,0.34254285408368224,0.7706845029354917,0.13340711598943278,2.6353260136316914,1.5496277875382298,1.0922858821306891,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,3.7927055494218616,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,-0.4034732923929645,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,2.6921037647929493,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,-0.9655916060936187,0.29738085706659056,-0.2973808570665904
-1.708888608437195,1.1496496216879601,-1.010129956209427,-0.9898131635162267,-0.9557351046203875,-0.2837408113377173,-0.6978201396040286,-0.2841448713039241,-0.8703682366004729,-1.3996371170647683,-0.30723158182394106,-0.2007787180656566,-0.20412414523193148,-0.2412489548185819,-0.14734777412283073,-0.186892612592515,-0.26366402215232193,-0.07088812050083358,-0.20412414523193148,-0.3096617686426661,-0.20412414523193148,-0.17586311452816475,-0.3736323588785367,-0.1904453466268301,-0.2769765624574401,-0.24124895481858194,-0.186892612592515,2.4784787961282104,-0.06135238734453024,-0.16012815380508713,-0.15171652122725207,-0.08692913816996169,-0.17204949753204632,-0.18328047158971922,-0.12340351046845907,-0.37145670723316654,-0.13346049915463978,-0.1796053020267749,-0.21389631597324926,-0.13346049915463978,-0.07088812050083357,-0.21068085574275922,-0.20742413513940744,-0.13346049915463978,-0.16815955209692843,-0.13346049915463978,1.0356345205252804,0.29738085706659056,-0.2973808570665904
